,data,energia_usada,v1,v2,v3,v4,v5,v6,v7,v8,v9,dia,semana,mes
2377,2018-01-25 18:30:00,58.21,31.9,0.0,0.03,87.69,100.0,66600,dia_da_semana,quinta_feira,carga_maxima,25,4,1
2378,2018-01-25 18:45:00,63.9,21.13,0.0,0.03,94.94,100.0,67500,dia_da_semana,quinta_feira,carga_maxima,25,4,1
2379,2018-01-25 19:00:00,64.3,19.3,0.0,0.03,95.78,100.0,68400,dia_da_semana,quinta_feira,carga_maxima,25,4,1
2380,2018-01-25 19:15:00,57.6,14.44,0.0,0.03,97.0,100.0,69300,dia_da_semana,quinta_feira,carga_maxima,25,4,1
2381,2018-01-25 19:30:00,54.94,12.64,0.0,0.03,97.45,100.0,70200,dia_da_semana,quinta_feira,carga_maxima,25,4,1
2382,2018-01-25 19:45:00,71.21,23.18,0.0,0.03,95.09,100.0,71100,dia_da_semana,quinta_feira,carga_maxima,25,4,1
2383,2018-01-25 20:00:00,69.16,21.38,0.0,0.03,95.54,100.0,72000,dia_da_semana,quinta_feira,carga_maxima,25,4,1
2384,2018-01-25 20:15:00,57.28,14.15,0.0,0.03,97.08,100.0,72900,dia_da_semana,quinta_feira,carga_media,25,4,1
2385,2018-01-25 20:30:00,57.1,14.22,0.0,0.03,97.04,100.0,73800,dia_da_semana,quinta_feira,carga_media,25,4,1
2386,2018-01-25 20:45:00,51.12,7.13,0.0,0.02,99.04,100.0,74700,dia_da_semana,quinta_feira,carga_media,25,4,1
2387,2018-01-25 21:00:00,44.89,2.84,1.15,0.02,99.8,99.97,75600,dia_da_semana,quinta_feira,carga_media,25,4,1
2388,2018-01-25 21:15:00,43.63,2.63,1.51,0.02,99.82,99.94,76500,dia_da_semana,quinta_feira,carga_media,25,4,1
2389,2018-01-25 21:30:00,39.64,1.4,2.59,0.02,99.94,99.79,77400,dia_da_semana,quinta_feira,carga_media,25,4,1
2390,2018-01-25 21:45:00,39.28,0.86,2.27,0.02,99.98,99.83,78300,dia_da_semana,quinta_feira,carga_media,25,4,1
2391,2018-01-25 22:00:00,40.21,1.15,1.98,0.02,99.96,99.88,79200,dia_da_semana,quinta_feira,carga_media,25,4,1
2392,2018-01-25 22:15:00,40.46,13.18,0.22,0.02,95.08,100.0,80100,dia_da_semana,quinta_feira,carga_maxima,25,4,1
2393,2018-01-25 22:30:00,35.89,27.43,0.0,0.02,79.45,100.0,81000,dia_da_semana,quinta_feira,carga_maxima,25,4,1
2394,2018-01-25 22:45:00,38.34,29.27,0.0,0.02,79.48,100.0,81900,dia_da_semana,quinta_feira,carga_maxima,25,4,1
2395,2018-01-25 23:00:00,40.72,31.61,0.0,0.02,78.99,100.0,82800,dia_da_semana,quinta_feira,carga_maxima,25,4,1
2396,2018-01-25 23:15:00,38.63,28.69,0.0,0.02,80.28,100.0,83700,dia_da_semana,quinta_feira,carga_leve,25,4,1
2397,2018-01-25 23:30:00,35.17,25.45,0.0,0.02,81.01,100.0,84600,dia_da_semana,quinta_feira,carga_leve,25,4,1
2398,2018-01-25 23:45:00,41.04,31.0,0.0,0.02,79.79,100.0,85500,dia_da_semana,quinta_feira,carga_leve,25,4,1
2399,2018-01-25 00:00:00,41.11,30.71,0.0,0.02,80.11,100.0,0,dia_da_semana,quinta_feira,carga_leve,25,4,1
2400,2018-01-26 00:15:00,33.37,24.41,0.0,0.02,80.71,100.0,900,dia_da_semana,sexta_feira,carga_leve,26,4,1
2401,2018-01-26 00:30:00,35.28,25.63,0.0,0.02,80.9,100.0,1800,dia_da_semana,sexta_feira,carga_leve,26,4,1
2402,2018-01-26 00:45:00,39.56,29.23,0.0,0.02,80.43,100.0,2700,dia_da_semana,sexta_feira,carga_leve,26,4,1
2403,2018-01-26 01:00:00,41.69,31.61,0.0,0.02,79.68,100.0,3600,dia_da_semana,sexta_feira,carga_leve,26,4,1
2404,2018-01-26 01:15:00,36.54,26.64,0.0,0.02,80.8,100.0,4500,dia_da_semana,sexta_feira,carga_leve,26,4,1
2405,2018-01-26 01:30:00,41.51,31.46,0.0,0.02,79.7,100.0,5400,dia_da_semana,sexta_feira,carga_leve,26,4,1
2406,2018-01-26 01:45:00,41.8,31.82,0.0,0.02,79.57,100.0,6300,dia_da_semana,sexta_feira,carga_leve,26,4,1
2407,2018-01-26 02:00:00,34.96,24.84,0.0,0.02,81.52,100.0,7200,dia_da_semana,sexta_feira,carga_leve,26,4,1
2408,2018-01-26 02:15:00,30.28,23.69,0.0,0.01,78.76,100.0,8100,dia_da_semana,sexta_feira,carga_leve,26,4,1
2409,2018-01-26 02:30:00,30.49,23.76,0.0,0.01,78.88,100.0,9000,dia_da_semana,sexta_feira,carga_leve,26,4,1
2410,2018-01-26 02:45:00,29.95,24.26,0.0,0.01,77.71,100.0,9900,dia_da_semana,sexta_feira,carga_leve,26,4,1
2411,2018-01-26 03:00:00,29.92,23.94,0.0,0.01,78.08,100.0,10800,dia_da_semana,sexta_feira,carga_leve,26,4,1
2412,2018-01-26 03:15:00,36.43,28.66,0.0,0.02,78.59,100.0,11700,dia_da_semana,sexta_feira,carga_leve,26,4,1
2413,2018-01-26 03:30:00,41.76,31.75,0.0,0.02,79.6,100.0,12600,dia_da_semana,sexta_feira,carga_leve,26,4,1
2414,2018-01-26 03:45:00,36.47,27.54,0.0,0.02,79.8,100.0,13500,dia_da_semana,sexta_feira,carga_leve,26,4,1
2415,2018-01-26 04:00:00,39.56,29.56,0.0,0.02,80.11,100.0,14400,dia_da_semana,sexta_feira,carga_leve,26,4,1
2416,2018-01-26 04:15:00,41.11,31.36,0.0,0.02,79.51,100.0,15300,dia_da_semana,sexta_feira,carga_leve,26,4,1
2417,2018-01-26 04:30:00,35.35,25.99,0.0,0.02,80.57,100.0,16200,dia_da_semana,sexta_feira,carga_leve,26,4,1
2418,2018-01-26 04:45:00,35.93,27.47,0.0,0.02,79.44,100.0,17100,dia_da_semana,sexta_feira,carga_leve,26,4,1
2419,2018-01-26 05:00:00,33.66,24.98,0.0,0.02,80.3,100.0,18000,dia_da_semana,sexta_feira,carga_leve,26,4,1
2420,2018-01-26 05:15:00,39.85,30.96,0.0,0.02,78.97,100.0,18900,dia_da_semana,sexta_feira,carga_leve,26,4,1
2421,2018-01-26 05:30:00,38.16,29.23,0.0,0.02,79.39,100.0,19800,dia_da_semana,sexta_feira,carga_leve,26,4,1
2422,2018-01-26 05:45:00,35.46,27.18,0.0,0.02,79.37,100.0,20700,dia_da_semana,sexta_feira,carga_leve,26,4,1
2423,2018-01-26 06:00:00,40.97,31.61,0.0,0.02,79.17,100.0,21600,dia_da_semana,sexta_feira,carga_leve,26,4,1
2424,2018-01-26 06:15:00,39.74,31.07,0.0,0.02,78.78,100.0,22500,dia_da_semana,sexta_feira,carga_leve,26,4,1
2425,2018-01-26 06:30:00,33.55,25.34,0.0,0.02,79.8,100.0,23400,dia_da_semana,sexta_feira,carga_leve,26,4,1
2426,2018-01-26 06:45:00,39.67,31.36,0.0,0.02,78.45,100.0,24300,dia_da_semana,sexta_feira,carga_leve,26,4,1
2427,2018-01-26 07:00:00,38.48,30.1,0.0,0.02,78.77,100.0,25200,dia_da_semana,sexta_feira,carga_leve,26,4,1
2428,2018-01-26 07:15:00,37.19,27.72,0.0,0.02,80.18,100.0,26100,dia_da_semana,sexta_feira,carga_leve,26,4,1
2429,2018-01-26 07:30:00,33.95,25.38,0.0,0.02,80.09,100.0,27000,dia_da_semana,sexta_feira,carga_leve,26,4,1
2430,2018-01-26 07:45:00,36.79,28.55,0.0,0.02,79.0,100.0,27900,dia_da_semana,sexta_feira,carga_leve,26,4,1
2431,2018-01-26 08:00:00,36.47,26.86,0.0,0.02,80.52,100.0,28800,dia_da_semana,sexta_feira,carga_leve,26,4,1
2432,2018-01-26 08:15:00,54.32,38.3,0.0,0.02,81.73,100.0,29700,dia_da_semana,sexta_feira,carga_leve,26,4,1
2433,2018-01-26 08:30:00,80.64,61.45,0.0,0.04,79.54,100.0,30600,dia_da_semana,sexta_feira,carga_leve,26,4,1
2434,2018-01-26 08:45:00,81.79,62.53,0.0,0.04,79.44,100.0,31500,dia_da_semana,sexta_feira,carga_leve,26,4,1
2435,2018-01-26 09:00:00,80.71,38.77,0.0,0.04,90.14,100.0,32400,dia_da_semana,sexta_feira,carga_leve,26,4,1
2436,2018-01-26 09:15:00,79.85,31.32,0.0,0.04,93.09,100.0,33300,dia_da_semana,sexta_feira,carga_media,26,4,1
2437,2018-01-26 09:30:00,71.17,25.34,0.0,0.03,94.21,100.0,34200,dia_da_semana,sexta_feira,carga_media,26,4,1
2438,2018-01-26 09:45:00,67.36,19.84,0.0,0.03,95.93,100.0,35100,dia_da_semana,sexta_feira,carga_media,26,4,1
2439,2018-01-26 10:00:00,107.64,48.42,0.0,0.05,91.2,100.0,36000,dia_da_semana,sexta_feira,carga_media,26,4,1
2440,2018-01-26 10:15:00,104.08,35.6,0.0,0.05,94.62,100.0,36900,dia_da_semana,sexta_feira,carga_maxima,26,4,1
2441,2018-01-26 10:30:00,107.03,34.52,0.0,0.05,95.17,100.0,37800,dia_da_semana,sexta_feira,carga_maxima,26,4,1
2443,2018-01-26 11:00:00,97.92,31.64,0.0,0.04,95.16,100.0,39600,dia_da_semana,sexta_feira,carga_maxima,26,4,1
2444,2018-01-26 11:15:00,108.29,50.51,0.0,0.05,90.63,100.0,40500,dia_da_semana,sexta_feira,carga_maxima,26,4,1
2445,2018-01-26 11:30:00,120.42,59.65,0.0,0.06,89.61,100.0,41400,dia_da_semana,sexta_feira,carga_maxima,26,4,1
2446,2018-01-26 11:45:00,101.02,48.89,0.0,0.05,90.01,100.0,42300,dia_da_semana,sexta_feira,carga_maxima,26,4,1
2447,2018-01-26 12:00:00,113.44,60.52,0.0,0.05,88.23,100.0,43200,dia_da_semana,sexta_feira,carga_maxima,26,4,1
2448,2018-01-26 12:15:00,31.32,11.59,18.72,0.01,93.78,85.84,44100,dia_da_semana,sexta_feira,carga_media,26,4,1
2452,2018-01-26 13:15:00,101.38,37.22,2.3,0.05,93.87,99.97,47700,dia_da_semana,sexta_feira,carga_media,26,4,1
2453,2018-01-26 13:30:00,106.96,34.38,0.0,0.05,95.2,100.0,48600,dia_da_semana,sexta_feira,carga_media,26,4,1
2454,2018-01-26 13:45:00,119.52,37.26,0.0,0.05,95.47,100.0,49500,dia_da_semana,sexta_feira,carga_media,26,4,1
2455,2018-01-26 14:00:00,120.17,35.03,0.0,0.06,96.0,100.0,50400,dia_da_semana,sexta_feira,carga_media,26,4,1
2456,2018-01-26 14:15:00,96.19,25.52,0.0,0.04,96.66,100.0,51300,dia_da_semana,sexta_feira,carga_media,26,4,1
2457,2018-01-26 14:30:00,87.8,32.51,0.0,0.04,93.78,100.0,52200,dia_da_semana,sexta_feira,carga_media,26,4,1
2458,2018-01-26 14:45:00,112.5,33.12,0.0,0.05,95.93,100.0,53100,dia_da_semana,sexta_feira,carga_media,26,4,1
2460,2018-01-26 15:15:00,108.0,37.15,0.0,0.05,94.56,100.0,54900,dia_da_semana,sexta_feira,carga_media,26,4,1
2461,2018-01-26 15:30:00,115.56,34.24,0.0,0.05,95.88,100.0,55800,dia_da_semana,sexta_feira,carga_media,26,4,1
2462,2018-01-26 15:45:00,118.76,39.67,0.0,0.05,94.85,100.0,56700,dia_da_semana,sexta_feira,carga_media,26,4,1
2463,2018-01-26 16:00:00,117.47,40.79,0.0,0.05,94.47,100.0,57600,dia_da_semana,sexta_feira,carga_media,26,4,1
2466,2018-01-26 16:45:00,114.59,36.47,0.0,0.05,95.29,100.0,60300,dia_da_semana,sexta_feira,carga_media,26,4,1
2468,2018-01-26 17:15:00,108.76,39.24,0.0,0.05,94.06,100.0,62100,dia_da_semana,sexta_feira,carga_maxima,26,4,1
2469,2018-01-26 17:30:00,120.13,26.78,0.0,0.06,97.6,100.0,63000,dia_da_semana,sexta_feira,carga_maxima,26,4,1
2470,2018-01-26 17:45:00,104.0,19.62,0.0,0.05,98.27,100.0,63900,dia_da_semana,sexta_feira,carga_maxima,26,4,1
2471,2018-01-26 18:00:00,88.13,16.2,0.04,0.04,98.35,100.0,64800,dia_da_semana,sexta_feira,carga_maxima,26,4,1
2472,2018-01-26 18:15:00,104.47,48.67,0.0,0.05,90.65,100.0,65700,dia_da_semana,sexta_feira,carga_maxima,26,4,1
2473,2018-01-26 18:30:00,88.31,44.82,0.0,0.04,89.17,100.0,66600,dia_da_semana,sexta_feira,carga_maxima,26,4,1
2475,2018-01-26 19:00:00,83.95,29.09,0.0,0.04,94.49,100.0,68400,dia_da_semana,sexta_feira,carga_maxima,26,4,1
2478,2018-01-26 19:45:00,78.95,24.59,0.0,0.04,95.48,100.0,71100,dia_da_semana,sexta_feira,carga_maxima,26,4,1
2479,2018-01-26 20:00:00,110.81,36.94,0.0,0.05,94.87,100.0,72000,dia_da_semana,sexta_feira,carga_maxima,26,4,1
2481,2018-01-26 20:30:00,113.62,38.59,0.0,0.05,94.69,100.0,73800,dia_da_semana,sexta_feira,carga_media,26,4,1
2482,2018-01-26 20:45:00,65.48,16.34,0.0,0.03,97.02,100.0,74700,dia_da_semana,sexta_feira,carga_media,26,4,1
2483,2018-01-26 21:00:00,103.03,18.58,0.0,0.05,98.41,100.0,75600,dia_da_semana,sexta_feira,carga_media,26,4,1
2484,2018-01-26 21:15:00,97.52,16.2,0.25,0.04,98.65,100.0,76500,dia_da_semana,sexta_feira,carga_media,26,4,1
2485,2018-01-26 21:30:00,41.29,0.43,2.84,0.02,99.99,99.76,77400,dia_da_semana,sexta_feira,carga_media,26,4,1
2486,2018-01-26 21:45:00,91.62,13.32,0.11,0.04,98.96,100.0,78300,dia_da_semana,sexta_feira,carga_media,26,4,1
2487,2018-01-26 22:00:00,99.22,15.98,0.0,0.05,98.73,100.0,79200,dia_da_semana,sexta_feira,carga_media,26,4,1
2488,2018-01-26 22:15:00,59.98,16.74,0.54,0.03,96.32,100.0,80100,dia_da_semana,sexta_feira,carga_maxima,26,4,1
2489,2018-01-26 22:30:00,35.89,26.24,0.0,0.02,80.73,100.0,81000,dia_da_semana,sexta_feira,carga_maxima,26,4,1
2490,2018-01-26 22:45:00,34.7,25.92,0.0,0.02,80.12,100.0,81900,dia_da_semana,sexta_feira,carga_maxima,26,4,1
2491,2018-01-26 23:00:00,35.24,25.67,0.0,0.02,80.83,100.0,82800,dia_da_semana,sexta_feira,carga_maxima,26,4,1
2492,2018-01-26 23:15:00,65.66,36.61,0.0,0.03,87.34,100.0,83700,dia_da_semana,sexta_feira,carga_leve,26,4,1
2493,2018-01-26 23:30:00,96.37,46.15,0.0,0.04,90.19,100.0,84600,dia_da_semana,sexta_feira,carga_leve,26,4,1
2494,2018-01-26 23:45:00,91.01,43.52,0.0,0.04,90.22,100.0,85500,dia_da_semana,sexta_feira,carga_leve,26,4,1
2495,2018-01-26 00:00:00,40.14,28.15,0.0,0.02,81.87,100.0,0,dia_da_semana,sexta_feira,carga_leve,26,4,1
2496,2018-01-27 00:15:00,77.72,39.6,0.0,0.04,89.1,100.0,900,final_de_semana,sabado,carga_leve,27,4,1
2497,2018-01-27 00:30:00,57.49,32.98,0.0,0.03,86.74,100.0,1800,final_de_semana,sabado,carga_leve,27,4,1
2498,2018-01-27 00:45:00,37.62,24.52,0.0,0.02,83.78,100.0,2700,final_de_semana,sabado,carga_leve,27,4,1
2499,2018-01-27 01:00:00,37.37,24.55,0.0,0.02,83.58,100.0,3600,final_de_semana,sabado,carga_leve,27,4,1
2500,2018-01-27 01:15:00,97.42,47.74,0.0,0.04,89.8,100.0,4500,final_de_semana,sabado,carga_leve,27,4,1
2501,2018-01-27 01:30:00,58.14,34.02,0.0,0.03,86.31,100.0,5400,final_de_semana,sabado,carga_leve,27,4,1
2502,2018-01-27 01:45:00,34.96,25.74,0.0,0.02,80.53,100.0,6300,final_de_semana,sabado,carga_leve,27,4,1
2528,2018-01-27 08:15:00,29.56,18.4,0.0,0.01,84.9,100.0,29700,final_de_semana,sabado,carga_leve,27,4,1
2529,2018-01-27 08:30:00,32.69,19.4,0.0,0.01,86.0,100.0,30600,final_de_semana,sabado,carga_leve,27,4,1
2530,2018-01-27 08:45:00,32.8,19.15,0.0,0.02,86.36,100.0,31500,final_de_semana,sabado,carga_leve,27,4,1
2531,2018-01-27 09:00:00,33.16,1.19,6.19,0.02,99.94,98.3,32400,final_de_semana,sabado,carga_leve,27,4,1
2532,2018-01-27 09:15:00,32.47,0.0,10.87,0.01,100.0,94.83,33300,final_de_semana,sabado,carga_media,27,4,1
2533,2018-01-27 09:30:00,33.12,0.0,10.76,0.02,100.0,95.11,34200,final_de_semana,sabado,carga_media,27,4,1
2534,2018-01-27 09:45:00,33.52,0.0,10.73,0.02,100.0,95.24,35100,final_de_semana,sabado,carga_media,27,4,1
2535,2018-01-27 10:00:00,33.37,0.0,10.84,0.02,100.0,95.11,36000,final_de_semana,sabado,carga_media,27,4,1
2536,2018-01-27 10:15:00,33.52,0.0,10.37,0.02,100.0,95.53,36900,final_de_semana,sabado,carga_maxima,27,4,1
2537,2018-01-27 10:30:00,33.34,0.0,10.58,0.02,100.0,95.32,37800,final_de_semana,sabado,carga_maxima,27,4,1
2538,2018-01-27 10:45:00,33.41,0.0,10.48,0.02,100.0,95.42,38700,final_de_semana,sabado,carga_maxima,27,4,1
2539,2018-01-27 11:00:00,32.26,0.0,10.44,0.01,100.0,95.14,39600,final_de_semana,sabado,carga_maxima,27,4,1
2540,2018-01-27 11:15:00,31.9,6.73,0.83,0.01,97.85,99.97,40500,final_de_semana,sabado,carga_maxima,27,4,1
2541,2018-01-27 11:30:00,30.85,7.49,0.0,0.01,97.18,100.0,41400,final_de_semana,sabado,carga_maxima,27,4,1
2542,2018-01-27 11:45:00,31.86,8.71,0.0,0.01,96.46,100.0,42300,final_de_semana,sabado,carga_maxima,27,4,1
2549,2018-01-27 13:30:00,27.9,0.0,10.12,0.01,100.0,94.01,48600,final_de_semana,sabado,carga_media,27,4,1
2550,2018-01-27 13:45:00,29.41,0.0,10.37,0.01,100.0,94.31,49500,final_de_semana,sabado,carga_media,27,4,1
2551,2018-01-27 14:00:00,28.3,0.0,10.37,0.01,100.0,93.89,50400,final_de_semana,sabado,carga_media,27,4,1
2552,2018-01-27 14:15:00,28.91,0.0,8.46,0.01,100.0,95.98,51300,final_de_semana,sabado,carga_media,27,4,1
2553,2018-01-27 14:30:00,28.8,0.0,8.32,0.01,100.0,96.07,52200,final_de_semana,sabado,carga_media,27,4,1
2554,2018-01-27 14:45:00,28.3,0.0,8.39,0.01,100.0,95.88,53100,final_de_semana,sabado,carga_media,27,4,1
2555,2018-01-27 15:00:00,28.58,0.07,7.6,0.01,100.0,96.64,54000,final_de_semana,sabado,carga_media,27,4,1
2556,2018-01-27 15:15:00,32.15,1.84,4.28,0.01,99.84,99.13,54900,final_de_semana,sabado,carga_media,27,4,1
2557,2018-01-27 15:30:00,35.53,2.41,0.47,0.02,99.77,99.99,55800,final_de_semana,sabado,carga_media,27,4,1
2558,2018-01-27 15:45:00,34.92,2.41,0.61,0.02,99.76,99.98,56700,final_de_semana,sabado,carga_media,27,4,1
2559,2018-01-27 16:00:00,34.2,2.3,0.72,0.02,99.77,99.98,57600,final_de_semana,sabado,carga_media,27,4,1
2560,2018-01-27 16:15:00,33.73,1.98,0.79,0.02,99.83,99.97,58500,final_de_semana,sabado,carga_media,27,4,1
2561,2018-01-27 16:30:00,21.82,0.18,12.92,0.01,100.0,86.05,59400,final_de_semana,sabado,carga_media,27,4,1
2628,2018-01-28 09:15:00,23.11,0.07,13.82,0.01,100.0,85.82,33300,final_de_semana,domingo,carga_media,28,4,1
2629,2018-01-28 09:30:00,28.26,0.0,10.3,0.01,100.0,93.95,34200,final_de_semana,domingo,carga_media,28,4,1
2630,2018-01-28 09:45:00,32.58,0.9,6.34,0.01,99.96,98.16,35100,final_de_semana,domingo,carga_media,28,4,1
2631,2018-01-28 10:00:00,35.64,1.51,1.98,0.02,99.91,99.85,36000,final_de_semana,domingo,carga_media,28,4,1
2632,2018-01-28 10:15:00,28.04,0.0,10.73,0.01,100.0,93.4,36900,final_de_semana,domingo,carga_maxima,28,4,1
2633,2018-01-28 10:30:00,27.86,0.0,10.84,0.01,100.0,93.19,37800,final_de_semana,domingo,carga_maxima,28,4,1
2634,2018-01-28 10:45:00,27.86,0.0,10.8,0.01,100.0,93.24,38700,final_de_semana,domingo,carga_maxima,28,4,1
2635,2018-01-28 11:00:00,27.86,0.0,10.8,0.01,100.0,93.24,39600,final_de_semana,domingo,carga_maxima,28,4,1
2636,2018-01-28 11:15:00,31.32,11.23,0.65,0.01,94.13,99.98,40500,final_de_semana,domingo,carga_maxima,28,4,1
2637,2018-01-28 11:30:00,34.16,17.6,0.0,0.02,88.89,100.0,41400,final_de_semana,domingo,carga_maxima,28,4,1
2638,2018-01-28 11:45:00,28.22,9.25,0.0,0.01,95.03,100.0,42300,final_de_semana,domingo,carga_maxima,28,4,1
2639,2018-01-28 12:00:00,28.12,8.75,0.0,0.01,95.48,100.0,43200,final_de_semana,domingo,carga_maxima,28,4,1
2647,2018-01-28 14:00:00,28.51,0.04,8.71,0.01,100.0,95.64,50400,final_de_semana,domingo,carga_media,28,4,1
2648,2018-01-28 14:15:00,30.49,0.86,2.74,0.01,99.96,99.6,51300,final_de_semana,domingo,carga_media,28,4,1
2649,2018-01-28 14:30:00,30.13,0.83,2.77,0.01,99.96,99.58,52200,final_de_semana,domingo,carga_media,28,4,1
2650,2018-01-28 14:45:00,30.13,0.79,2.88,0.01,99.97,99.55,53100,final_de_semana,domingo,carga_media,28,4,1
2651,2018-01-28 15:00:00,30.06,0.79,2.81,0.01,99.97,99.57,54000,final_de_semana,domingo,carga_media,28,4,1
2652,2018-01-28 15:15:00,29.99,0.83,2.7,0.01,99.96,99.6,54900,final_de_semana,domingo,carga_media,28,4,1
2653,2018-01-28 15:30:00,30.1,0.94,2.66,0.01,99.95,99.61,55800,final_de_semana,domingo,carga_media,28,4,1
2654,2018-01-28 15:45:00,30.24,1.37,2.38,0.01,99.9,99.69,56700,final_de_semana,domingo,carga_media,28,4,1
2655,2018-01-28 16:00:00,30.78,1.26,2.38,0.01,99.92,99.7,57600,final_de_semana,domingo,carga_media,28,4,1
2656,2018-01-28 16:15:00,32.04,1.8,1.98,0.01,99.84,99.81,58500,final_de_semana,domingo,carga_media,28,4,1
2657,2018-01-28 16:30:00,31.18,0.79,2.81,0.01,99.97,99.6,59400,final_de_semana,domingo,carga_media,28,4,1
2658,2018-01-28 16:45:00,30.35,1.4,2.56,0.01,99.89,99.65,60300,final_de_semana,domingo,carga_media,28,4,1
2659,2018-01-28 17:00:00,30.13,1.3,2.63,0.01,99.91,99.62,61200,final_de_semana,domingo,carga_media,28,4,1
2660,2018-01-28 17:15:00,30.2,1.01,2.74,0.01,99.94,99.59,62100,final_de_semana,domingo,carga_maxima,28,4,1
2661,2018-01-28 17:30:00,30.46,1.19,2.63,0.01,99.92,99.63,63000,final_de_semana,domingo,carga_maxima,28,4,1
2662,2018-01-28 17:45:00,19.66,0.32,11.16,0.01,99.99,86.97,63900,final_de_semana,domingo,carga_maxima,28,4,1
2720,2018-01-29 08:15:00,19.12,11.05,0.0,0.01,86.58,100.0,29700,dia_da_semana,segunda_feira,carga_leve,29,5,1
2721,2018-01-29 08:30:00,47.77,28.98,0.0,0.02,85.5,100.0,30600,dia_da_semana,segunda_feira,carga_leve,29,5,1
2722,2018-01-29 08:45:00,50.76,34.31,0.0,0.02,82.85,100.0,31500,dia_da_semana,segunda_feira,carga_leve,29,5,1
2723,2018-01-29 09:00:00,55.73,15.23,0.11,0.03,96.46,100.0,32400,dia_da_semana,segunda_feira,carga_leve,29,5,1
2724,2018-01-29 09:15:00,51.26,3.96,1.01,0.02,99.7,99.98,33300,dia_da_semana,segunda_feira,carga_media,29,5,1
2725,2018-01-29 09:30:00,53.21,7.6,0.22,0.02,99.0,100.0,34200,dia_da_semana,segunda_feira,carga_media,29,5,1
2726,2018-01-29 09:45:00,64.62,13.25,0.0,0.03,97.96,100.0,35100,dia_da_semana,segunda_feira,carga_media,29,5,1
2727,2018-01-29 10:00:00,79.02,19.4,0.0,0.04,97.12,100.0,36000,dia_da_semana,segunda_feira,carga_media,29,5,1
2728,2018-01-29 10:15:00,62.78,19.91,0.0,0.03,95.32,100.0,36900,dia_da_semana,segunda_feira,carga_maxima,29,5,1
2729,2018-01-29 10:30:00,57.06,13.0,0.0,0.03,97.5,100.0,37800,dia_da_semana,segunda_feira,carga_maxima,29,5,1
2730,2018-01-29 10:45:00,59.18,17.57,0.0,0.03,95.86,100.0,38700,dia_da_semana,segunda_feira,carga_maxima,29,5,1
2731,2018-01-29 11:00:00,71.14,26.39,0.0,0.03,93.76,100.0,39600,dia_da_semana,segunda_feira,carga_maxima,29,5,1
2732,2018-01-29 11:15:00,90.97,56.41,0.0,0.04,84.99,100.0,40500,dia_da_semana,segunda_feira,carga_maxima,29,5,1
2733,2018-01-29 11:30:00,78.44,49.07,0.0,0.04,84.78,100.0,41400,dia_da_semana,segunda_feira,carga_maxima,29,5,1
2735,2018-01-29 12:00:00,122.72,55.19,0.0,0.06,91.2,100.0,43200,dia_da_semana,segunda_feira,carga_maxima,29,5,1
2736,2018-01-29 12:15:00,21.06,4.82,19.33,0.01,97.48,73.67,44100,dia_da_semana,segunda_feira,carga_media,29,5,1
2740,2018-01-29 13:15:00,71.21,29.84,3.56,0.03,92.23,99.88,47700,dia_da_semana,segunda_feira,carga_media,29,5,1
2741,2018-01-29 13:30:00,95.29,43.13,0.0,0.04,91.1,100.0,48600,dia_da_semana,segunda_feira,carga_media,29,5,1
2742,2018-01-29 13:45:00,121.5,49.03,0.0,0.06,92.73,100.0,49500,dia_da_semana,segunda_feira,carga_media,29,5,1
2743,2018-01-29 14:00:00,117.07,46.44,0.0,0.05,92.95,100.0,50400,dia_da_semana,segunda_feira,carga_media,29,5,1
2745,2018-01-29 14:30:00,114.84,50.11,0.0,0.05,91.65,100.0,52200,dia_da_semana,segunda_feira,carga_media,29,5,1
2746,2018-01-29 14:45:00,97.27,32.29,0.0,0.04,94.91,100.0,53100,dia_da_semana,segunda_feira,carga_media,29,5,1
2748,2018-01-29 15:15:00,111.56,31.9,0.0,0.05,96.15,100.0,54900,dia_da_semana,segunda_feira,carga_media,29,5,1
2749,2018-01-29 15:30:00,71.93,16.78,0.0,0.03,97.39,100.0,55800,dia_da_semana,segunda_feira,carga_media,29,5,1
2750,2018-01-29 15:45:00,97.09,26.57,0.0,0.04,96.45,100.0,56700,dia_da_semana,segunda_feira,carga_media,29,5,1
2751,2018-01-29 16:00:00,109.48,31.54,0.0,0.05,96.09,100.0,57600,dia_da_semana,segunda_feira,carga_media,29,5,1
2752,2018-01-29 16:15:00,83.45,22.21,0.0,0.04,96.64,100.0,58500,dia_da_semana,segunda_feira,carga_media,29,5,1
2753,2018-01-29 16:30:00,102.46,34.09,0.0,0.05,94.89,100.0,59400,dia_da_semana,segunda_feira,carga_media,29,5,1
2756,2018-01-29 17:15:00,117.43,51.3,0.0,0.05,91.64,100.0,62100,dia_da_semana,segunda_feira,carga_maxima,29,5,1
2758,2018-01-29 17:45:00,68.62,7.45,0.65,0.03,99.42,100.0,63900,dia_da_semana,segunda_feira,carga_maxima,29,5,1
2759,2018-01-29 18:00:00,111.06,21.82,0.0,0.05,98.12,100.0,64800,dia_da_semana,segunda_feira,carga_maxima,29,5,1
2760,2018-01-29 18:15:00,97.7,49.39,0.0,0.04,89.24,100.0,65700,dia_da_semana,segunda_feira,carga_maxima,29,5,1
2761,2018-01-29 18:30:00,89.6,52.09,0.0,0.04,86.45,100.0,66600,dia_da_semana,segunda_feira,carga_maxima,29,5,1
