,initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,new_accumulated_capital
5802,40,1919,1,2,1,118379.98571486068,0.16,97526.78,119503.49422046068
5803,63,1960,1,2,1,-16600.913356309804,0.19,51227.91,-16523.046933109803
5804,38,1886,2,2,5,10575.792906993636,0.26,66408.7,12181.555272993637
5805,46,1832,1,2,1,48285.452232187024,0.2,104468.17,49121.197592187025
5806,53,2233,2,2,5,-70876.69039262811,0.07,153386.83,-70876.69039262811
5807,45,2302,2,2,5,-41919.27536014496,0.31,53590.91,-40540.38124584496
5808,41,2303,2,2,5,-309921.0027685931,0.29,141669.26,-309756.6664269931
5809,61,1810,3,2,5,-155672.26269410708,0.03,166482.82,-155672.26269410708
5810,53,2233,2,2,5,4057.5406131395257,0.11,138159.19,4057.5406131395257
5811,53,1627,2,3,5,-42330.62963838392,0.19,36460.69,-41942.68789678392
5812,46,1545,3,3,1,-42676.030213158505,0.25,33371.47,-42676.030213158505
5813,47,1468,1,3,1,287523.84684666706,0.17,59120.13,288337.9310367671
5814,38,1894,1,4,1,158410.27847228982,0.23,49205.12,159881.51156028983
5815,38,1577,3,1,3,-321634.8271121092,0.03,58862.51,-321445.87845500925
5816,44,2916,2,2,5,8119.20545376838,0.34,84346.13,9266.31282176838
5817,45,1543,3,3,5,84262.45508127422,0.05,139322.11,84262.45508127422
5818,55,2229,1,2,1,-73628.71044644708,0.13,5497.31,-73592.97793144708
5819,40,1668,1,3,1,-41541.74831569343,0.13,28406.07,-41080.14967819343
5820,57,3418,1,1,1,-63526.03045378644,0.03,27483.19,-63493.05062578644
5821,55,1519,3,1,3,4586.287998002955,0.28,46319.91,5105.070990002955
5822,52,1519,2,3,3,70705.93186210013,0.04,76965.82,70755.18998690014
5823,54,1875,3,1,3,123822.61208937278,0.11,25956.32,123979.64782537278
5824,54,3515,1,1,1,-121891.90264347784,0.12,95968.74,-121707.64266267784
5825,59,3428,2,1,5,80716.62050841516,0.15,17724.04,80796.37868841516
5826,43,2135,1,4,1,158490.64294319483,0.14,57167.05,159306.98841719484
5827,56,3418,1,1,1,11854.002773384236,0.29,30633.47,12253.769556884235
5828,56,3418,3,1,3,3342.266747224149,0.34,57998.32,3894.410753624149
5829,48,1864,3,1,4,-7954.066026584705,0.19,35121.21,-7954.066026584705
5830,56,2050,1,2,1,91820.1632848184,0.24,17976.69,92014.3115368184
5831,46,1495,1,3,1,34980.05945938411,0.13,127610.55,35311.846889384105
5832,46,1864,3,1,3,-123085.330195198,0.08,9284.02,-123014.771643198
5833,40,1909,1,1,1,38493.72422422689,0.01,160633.71,38532.27631462689
5834,39,1844,1,1,1,236719.90654282595,0.0,2931.19,236719.90654282595
5835,40,1668,2,3,5,-166024.40970145733,0.32,37328.96,-164590.97763745734
5836,47,2436,1,2,1,34881.494782520866,0.1,315491.39,34881.494782520866
5837,54,1818,1,1,1,364632.57815954153,0.05,86386.8,364736.2423195415
5838,48,1818,3,1,3,26531.96451128263,0.08,87430.6,26671.85347128263
5839,55,3163,1,1,1,178347.01609271768,0.23,59236.04,178905.6119499177
5840,57,3567,1,4,1,79968.31940599982,0.33,131966.43,79968.31940599982
5841,57,3409,1,1,1,-65698.81461411626,0.23,19680.22,-65517.75659011626
5842,62,1815,1,2,1,10073.783411219696,0.04,55572.8,10100.458355219696
5843,41,4002,2,1,5,48293.14753029097,0.11,93916.17,48706.37867829097
5844,55,1711,1,1,1,574965.4398247229,0.32,28943.76,575428.539984723
5845,57,3500,2,1,5,27125.349377157178,0.27,95074.06,27125.349377157178
5846,42,1893,1,1,1,-12914.131683486215,0.1,20348.47,-12680.124278486215
5847,45,1893,1,1,1,320048.3321905436,0.19,40738.33,320822.3604605436
5848,45,3391,3,1,2,-229678.4348245081,0.19,46629.58,-228881.0690065081
5849,48,1808,1,1,1,-3156.120226284485,0.34,36580.79,-2098.9353952844845
5850,63,3534,2,1,5,38468.34416740013,0.17,130684.64,38468.34416740013
5851,46,1455,1,3,1,121140.84678626756,0.32,163237.45,121140.84678626756
5852,43,1893,1,1,1,-96074.50027717714,0.19,42167.46,-95201.21218057715
5853,58,1559,1,1,1,-175209.62354995275,0.11,126653.77,-175209.62354995275
5854,61,3539,1,1,1,-20853.222269434304,0.26,61923.45,-20595.620717434304
5855,59,3509,1,1,1,-95562.12112877716,0.16,55232.28,-95350.02917357716
5856,42,1414,1,3,1,38183.359076518536,0.09,117092.62,38647.04585171854
5857,53,1936,1,4,1,408162.8289826311,0.15,16569.67,408311.95601263107
5858,36,3503,2,1,5,70640.08091633747,0.23,75012.82,72227.35218753747
5859,51,3831,2,1,5,187891.33839893315,0.02,48114.3,187948.11327293314
5860,58,3707,1,1,1,19829.099413516,0.27,81838.07,20094.254760316
5861,53,3642,1,1,1,-97748.23724807556,0.18,80824.18,-97282.68997127555
5862,56,3707,1,1,1,-152140.31563015294,0.2,69677.82,-151638.63532615293
5863,61,3443,1,1,1,95850.92303308634,0.05,30359.72,95881.28275308633
5864,58,3642,1,1,1,-29753.93621458632,0.34,227686.57,-29753.93621458632
5865,53,2268,1,4,1,70418.87648289649,0.17,177674.51,70418.87648289649
5866,48,3817,1,1,1,86144.69384515741,0.25,14362.72,86449.90164515741
5867,40,2525,3,3,3,104426.93924424233,0.04,48375.42,104647.53115944233
5868,55,3418,1,1,1,-12100.655807564335,0.02,34589.84,-12066.065967564335
5869,48,1909,1,1,1,19936.35598721712,0.21,31033.05,20490.295929717122
5870,43,1909,1,1,1,-207448.66819140792,0.22,116758.86,-206421.19022340793
5871,52,1642,3,3,5,-166907.75723009402,0.29,93933.7,-166907.75723009402
5872,58,3418,1,1,1,66982.58117663486,0.29,36933.98,67357.46107363487
5873,58,3418,1,1,1,71232.26227339622,0.03,63321.18,71285.45206459622
5874,41,1909,3,1,4,73222.54423331794,0.05,51604.57,73222.54423331794
5875,36,3304,3,1,5,31181.53378824665,0.27,116778.18,32442.73813224665
5876,56,3418,1,1,1,18515.1346539066,0.25,76382.4,19049.8114539066
5877,54,1592,1,1,1,23362.016629345853,0.27,91012.24,23853.482725345853
5878,46,1818,3,1,4,-42561.18613074955,0.2,48840.92,-42561.18613074955
5879,54,3208,3,1,5,57364.99197138577,0.18,53318.14,57748.88257938577
5880,40,1657,1,1,1,58342.50994542347,0.02,69297.18,58497.73562862347
5881,38,1844,1,1,1,-70911.21571468846,0.24,47219.17,-69426.64500988845
5882,48,3532,2,1,5,-102754.89969950156,0.03,30384.6,-102677.41896950157
5883,57,3500,2,1,5,254388.8222751327,0.18,25570.98,254572.9333311327
5884,57,3163,1,1,1,48252.60226498441,0.31,64947.16,48896.87809218441
5885,59,3509,3,1,3,-50918.9019398947,0.02,12888.03,-50911.1691218947
5886,54,3509,1,1,1,11709.434723419054,0.29,12566.34,11909.867846419054
5887,51,2055,1,2,1,666051.7117474139,0.06,26908.85,666164.7289174139
5888,40,2875,1,2,1,-443016.5954159802,0.01,129339.6,-442959.6859919802
5889,44,1414,1,3,1,-41487.30239720978,0.12,45404.19,-40931.55511160978
5890,42,4851,3,2,5,-55479.426301196494,0.15,18245.36,-55164.693841196495
5891,61,1922,1,2,1,42237.07473658659,0.31,226778.05,42237.07473658659
5892,40,1678,2,3,3,173306.92875639658,0.15,56957.25,174178.37468139658
5893,50,2268,3,2,5,-91991.84752949548,0.22,82654.37,-91700.90414709548
5894,56,1946,3,2,3,37220.19298572594,0.22,105291.29,37220.19298572594
5895,38,2238,1,4,1,76251.91717998001,0.31,190269.2,77195.65241198002
5896,58,3707,1,1,1,86018.72235898745,0.16,240580.46,86018.72235898745
5897,57,3707,1,1,1,48972.66498637597,0.35,60712.35,49652.64330637597
5898,46,1886,1,1,1,566632.8768099317,0.1,15221.3,566777.4791599317
5899,44,2057,1,1,1,514449.6458256616,0.1,44529.39,514908.2985426616
5900,55,1977,1,1,1,-105168.62590626437,0.2,62591.19,-104667.89638626437
5901,56,3707,1,1,1,130484.72746016648,0.32,96645.04,130608.43311136648
5902,38,1655,1,3,1,-6215.833105253984,0.19,29314.52,-5463.915667253984
5903,46,2035,1,1,1,-8620.502970480362,0.17,188691.12,-8620.502970480362
5904,42,2057,1,1,1,10814.733804397943,0.15,164713.27,11111.217690397943
5905,49,2035,1,1,1,-27732.70528920783,0.08,154653.98,-27732.70528920783
5906,50,3642,3,1,3,-204021.01413203805,0.03,101145.64,-204021.01413203805
5907,56,3642,2,1,3,378967.138599994,0.14,20309.02,379095.085425994
5908,36,2179,2,3,5,50641.09555288057,0.17,57349.66,51830.52750128057
5909,36,1710,1,3,1,-29533.452481286728,0.31,35737.33,-27927.05949778673
5910,52,1771,1,3,1,158725.39515010512,0.24,20020.47,159037.71448210513
5911,55,1837,1,4,1,70187.03422742744,0.18,311004.31,70187.03422742744
5912,38,1776,1,3,1,-165031.81059161405,0.23,89104.68,-163146.35556281405
5913,37,1776,3,3,5,3680.825566357181,0.12,7782.73,3811.5754303571807
5914,41,1809,2,3,3,-174707.52070486973,0.02,123986.2,-174667.84512086972
5915,45,1569,3,3,5,-31211.95551232574,0.15,22644.19,-30872.29266232574
5916,42,1525,1,3,1,54268.27544051774,0.31,90266.26,56283.01836371774
5917,36,1684,1,3,1,-12785.586846061036,0.13,36889.99,-12090.210534561036
5918,37,2087,1,1,1,67645.14364481698,0.13,98049.92,68754.08824001698
5919,57,1605,1,4,1,723165.6525299497,0.34,66826.66,723892.7265907497
5920,43,2148,1,4,1,88900.01593476,0.22,147463.95,89548.85731476
5921,47,2035,1,1,1,-258064.48780441209,0.11,68207.37,-257479.2685698121
5922,52,2046,1,1,1,-39640.77190572522,0.12,89702.13,-39339.37274892522
5923,47,1985,1,1,1,26969.69669156696,0.06,29697.21,27130.061625566963
5924,50,1868,1,1,1,79968.83370787154,0.29,113437.94,80495.18574947154
5925,39,2013,1,1,1,137170.61621230154,0.3,77501.59,139565.41534330155
5926,46,2175,1,4,1,112110.95023845937,0.19,106056.46,112836.37642485937
5927,62,2191,1,4,1,-84680.38310459034,0.17,67790.72,-84542.09003579033
5928,52,1855,3,1,3,16411.849433794665,0.26,16326.01,16687.759002794664
5929,55,1726,1,4,1,27042.40078803335,0.22,21206.44,27275.67162803335
5930,45,2207,1,1,1,45135.3329428359,0.19,24243.39,45595.957352835896
5931,44,2304,3,4,1,-48447.9159433258,0.33,33675.26,-48447.9159433258
5932,36,2434,3,2,5,-202022.2821158332,0.05,40319.16,-201744.0799118332
5933,39,2408,1,4,1,174113.1390249634,0.24,57336.82,175791.9611145634
5934,45,2010,3,1,5,-237581.31639745727,0.34,45417.88,-236191.52926945727
5935,47,2010,2,1,3,275007.84537511994,0.0,127928.85,275007.84537511994
5936,36,1900,1,1,1,135333.76919804548,0.13,70242.47,136539.12998324548
5937,38,1989,1,1,1,-223460.4393223524,0.31,84985.22,-220878.58833875242
5938,50,1930,1,4,1,56875.827215357785,0.02,43046.76,56938.675484957785
5939,42,2218,1,1,1,32531.48279788111,0.27,49753.49,34009.16145088111
5940,61,2011,3,4,1,3717.398815340128,0.19,40318.22,3717.398815340128
5941,41,2868,2,2,5,125518.27966494064,0.07,111434.97,125705.49041454063
5942,60,2246,3,2,3,15940.304644804435,0.33,58525.02,16094.810697604435
5943,39,1977,1,1,1,162295.15221273014,0.19,41930.29,163322.86362063015
5944,44,1733,1,1,1,85534.58841170828,0.04,33238.17,85674.18872570827
5945,42,1391,1,3,1,121237.05486359284,0.31,41505.53,122703.86029379284
5946,53,1779,1,1,1,102360.82091927016,0.01,90189.76,102382.46646167016
5947,47,1789,1,1,1,-125712.7934637144,0.07,84525.89,-125399.2024118144
5948,45,1586,1,2,1,2152.11577423418,0.1,81263.87,2704.71009023418
5949,45,1936,1,4,1,-146101.2682713637,0.03,25489.46,-146024.79989136368
5950,43,4000,3,3,1,103143.79423841776,0.23,20078.39,103143.79423841776
5951,39,1856,1,1,1,6953.108780163945,0.01,57741.75,7023.5537151639455
5952,54,1911,3,1,3,-4206.367672725635,0.26,44122.39,-3678.663888325635
5953,35,1856,1,1,1,-150782.45419380235,0.17,60629.71,-149339.46709580233
5954,49,1878,1,1,1,-344560.1324109624,0.34,27175.91,-343820.94765896245
5955,40,1733,1,1,1,-143829.98785048735,0.27,46703.84,-142304.17339768735
5956,54,1798,1,1,1,46887.19538882133,0.03,79198.49,46963.22593922133
5957,52,2187,1,4,1,85477.56880417233,0.17,70914.46,86104.45263057233
5958,44,1471,3,3,4,-118286.29606803454,0.24,60884.99,-118286.29606803454
5959,46,2475,3,3,5,-354231.8700322005,0.07,29339.33,-354036.7634877005
5960,58,1634,2,3,3,129496.25650871398,0.31,93642.59,129496.25650871398
5961,43,2279,3,3,4,115318.47037275894,0.06,62377.77,115318.47037275894
5962,45,2271,3,2,5,-53471.50983232982,0.32,102157.03,-52948.465838729826
5963,42,2004,1,4,1,121089.81938182728,0.13,32562.74,121576.63234482729
5964,40,2004,1,4,1,175722.1046283991,0.3,31415.69,176900.1930033991
5965,47,1880,1,1,1,-19451.85091252005,0.09,63544.69,-19000.04816662005
5966,42,3701,2,1,3,209137.3868816644,0.27,92001.22,210131.0000576644
5967,47,3701,2,1,4,342703.45111261646,0.15,56510.37,342703.45111261646
5968,46,2033,3,4,3,48377.29511406524,0.15,154982.45,48377.29511406524
5969,47,3526,3,1,5,-158817.88314637067,0.23,64121.78,-158050.98665757067
5970,38,3102,3,1,5,-48869.66022490087,0.07,26579.33,-48618.48555640087
5971,36,1837,2,3,4,12757.179849341584,0.17,3370.35,12757.179849341584
5972,58,3448,1,1,1,12939.617826019658,0.08,35950.6,13040.279506019657
5973,42,1792,1,1,1,-65735.64863243043,0.31,82962.76,-63626.73527323043
5974,50,1557,1,3,1,120749.4328909298,0.16,3550.02,120792.0331309298
5975,45,1792,1,1,1,783366.8412641132,0.05,39092.59,783562.3042141132
5976,61,3530,3,1,2,-103930.4166908638,0.16,41444.85,-103824.3178748638
5977,61,3530,1,1,1,-27919.50976169988,0.02,115817.9,-27919.50976169988
5978,58,2752,3,1,5,123413.2031955571,0.26,203575.11,123413.2031955571
5979,41,2013,3,2,5,201264.3156530521,0.34,158713.83,201264.3156530521
5980,39,3439,2,2,5,-126352.45612271177,0.08,55936.76,-125869.16251631177
5981,42,2055,2,3,5,59340.38161618615,0.19,115465.97,59779.15230218615
5982,62,2106,2,2,5,64188.47320392263,0.01,54446.06,64192.82888872263
5983,54,2547,3,3,5,85296.40526628216,0.29,111362.83,85296.40526628216
5984,54,1142,3,3,4,-103335.7587073395,0.05,12228.49,-103335.7587073395
5985,44,2013,2,2,5,473752.7497069161,0.05,55144.79,473992.6295434161
5986,43,2013,3,2,5,-95892.7625140718,0.16,100322.69,-95443.3168628718
5987,36,1563,2,3,5,286469.4615994831,0.3,19776.09,287329.7215144831
5988,37,3891,2,1,5,111462.14401653352,0.11,78787.5,112138.14076653353
5989,37,3891,2,1,5,35412.58871840488,0.0,102516.28,35412.58871840488
5990,36,3389,3,1,5,-15257.768648394132,0.21,47435.8,-13922.925236394134
5991,35,3389,3,1,5,-169262.08927253002,0.31,43717.8,-167351.18423453002
5992,53,3389,2,1,5,183676.52394719413,0.32,156872.21,183676.52394719413
5993,36,3891,2,1,5,90610.78614864971,0.13,58786.21,91504.92440274972
5994,39,2129,2,4,5,13264.614044207205,0.2,62682.29,14480.650470207205
5995,35,3389,3,1,5,60734.23037851232,0.0,236059.22,60734.23037851232
5996,37,2319,3,3,5,-83910.44243533183,0.07,266469.89,-83910.44243533183
5997,48,1965,1,2,1,45277.27641166738,0.22,58834.88,46260.99560526738
5998,40,1362,1,3,1,-347410.4352626233,0.22,8567.66,-347174.8246126233
5999,51,1497,3,3,3,-174342.46909154922,0.15,54118.36,-173920.34588354922
6000,51,1540,1,3,1,143219.44393319587,0.09,181065.93,143219.44393319587
6001,51,1987,3,2,5,-294294.25744679576,0.22,66755.19,-293824.30090919574
6002,53,3943,2,1,5,101383.19502607718,0.29,71177.37,101796.02377207718
6003,45,3821,2,1,5,-212271.76332263288,0.2,30684.1,-211658.08132263288
6004,48,2461,2,4,5,501658.5933115403,0.01,67323.84,501688.2158011403
6005,56,1981,3,1,3,-133383.86188869,0.14,20686.4,-133253.53756869
6006,63,4014,3,1,2,-60466.23310451581,0.35,171811.51,-60466.23310451581
6007,41,3594,2,1,5,9958.820451309895,0.31,39140.25,11342.036886309896
6008,48,1621,1,3,1,-110145.23587006344,0.07,157342.66,-110145.23587006344
6009,42,1339,3,3,5,31395.39794779193,0.06,17715.63,31517.63579479193
6010,41,1339,3,3,2,-294401.4821499451,0.26,3657.86,-294287.3569179451
6011,43,1858,2,4,5,187920.5577427245,0.3,170959.83,187920.5577427245
6012,37,1723,1,4,1,199125.5475481587,0.18,36186.75,200037.4536481587
6013,51,3739,3,1,5,72868.86547338641,0.11,120336.36,72868.86547338641
6014,61,1933,3,2,5,-143681.73650579806,0.13,113143.8,-143681.73650579806
6015,46,3918,1,1,1,103888.18149218889,0.17,61755.73,104780.55179068889
6016,61,3535,3,1,5,47140.15134687827,0.02,31887.25,47152.26850187827
6017,59,3666,2,1,5,209624.3019760812,0.34,40138.21,209951.82976968118
6018,40,3097,1,1,1,252479.9192054907,0.15,24071.38,252931.2575804907
6019,51,3618,2,1,5,49487.71894054957,0.19,80820.69,49733.413838149565
6020,39,4637,2,2,1,172076.370995531,0.07,70664.56,172076.370995531
6021,35,3787,2,2,5,-271003.9607242616,0.26,84895.38,-269193.99122266157
6022,56,2665,3,3,1,46460.01438276945,0.29,44647.9,46460.01438276945
6023,42,1404,1,3,1,-74608.57249410136,0.28,69210.37,-72631.92432690137
6024,42,1566,1,3,1,30985.570809436864,0.05,61134.86,31306.528824436864
6025,36,1610,2,3,5,-102598.87930677846,0.23,131773.38,-101750.25873957845
6026,61,1629,2,3,5,22182.73650486958,0.04,37471.28,22206.71812406958
6027,57,3448,1,1,1,-24193.26824072612,0.06,8213.52,-24173.55579272612
6028,38,2019,2,2,5,4716.277084786923,0.15,35180.73,5407.578429286924
6029,49,3688,2,1,5,410481.95178020926,0.3,48135.28,411478.35207620927
6030,63,3696,2,1,5,325249.4927856211,0.34,27362.0,325342.5235856211
6031,43,3361,1,1,1,25639.25835075834,0.09,29442.03,25930.73444775834
6032,50,1657,3,3,3,112800.6750193168,0.12,47065.2,113167.78357931679
6033,49,3526,3,1,5,66711.89721717237,0.15,15543.28,66898.41657717238
6034,39,3102,3,1,5,160500.78204146645,0.03,60330.05,160685.39199446645
6035,61,1629,2,3,3,278882.32319245825,0.17,85283.56,278882.32319245825
6036,61,1726,1,3,1,66026.01768377333,0.06,43635.58,66073.14411017334
6037,36,1487,2,3,4,387368.9145003285,0.16,93231.16,387368.9145003285
6038,37,2596,2,4,5,693336.6241680153,0.06,67749.61,693730.9268982153
6039,38,2188,1,4,1,39152.19875694559,0.03,82952.44,39406.03322334559
6040,52,1768,1,4,1,227486.522686686,0.15,99107.8,227783.84608668598
6041,50,1768,3,4,1,-235181.5438849213,0.25,89262.32,-235181.5438849213
6042,50,2227,2,4,1,-185132.35209444136,0.11,107585.99,-185132.35209444136
6043,61,1671,2,3,5,-36418.20819992435,0.28,55890.8,-36293.01280792435
6044,39,1614,3,3,3,99741.91114177792,0.09,158011.84,99741.91114177792
6045,57,1340,2,3,3,-46787.613071338405,0.18,110844.83,-46787.613071338405
6046,58,1340,3,3,3,47221.44670503082,0.01,81946.42,47221.44670503082
6047,63,3263,2,1,5,-102461.58547341138,0.02,141791.38,-102461.58547341138
6048,50,3570,2,1,5,605249.2991157775,0.23,42274.57,605900.7502394775
6049,54,2188,1,1,1,63588.13846717867,0.02,90030.22,63624.150555178676
6050,55,2752,3,1,5,-153441.91019544975,0.18,52438.68,-153064.35169944973
6051,36,3389,3,1,5,240081.27262994545,0.26,35816.93,241394.32128374546
6052,59,2752,3,1,5,23582.1069734154,0.21,17137.37,23690.0724044154
6053,63,2754,2,1,5,266674.6977575237,0.19,32025.06,266729.4606101237
6054,53,2782,3,1,5,49238.29684247074,0.05,100637.56,49238.29684247074
6055,39,3389,3,1,5,-190762.551933229,0.05,21036.48,-190625.814813229
6056,37,3630,1,1,1,-117209.67071629516,0.04,140168.98,-116940.54627469517
6057,35,1528,3,3,5,-470.9414404115236,0.03,79175.18,-261.9189652115237
6058,63,1858,3,2,5,-31632.271465955426,0.07,45890.83,-31606.572601155425
6059,44,1854,3,2,5,33662.6852932848,0.15,50291.21,34364.2476727848
6060,55,1858,1,2,1,-194896.2302913963,0.24,88387.51,-194556.8222529963
6061,54,1895,1,1,1,73300.0738826441,0.35,254680.2,73300.0738826441
6062,61,1858,3,2,5,231446.12775996,0.28,45732.98,231651.01151036003
6063,49,3590,3,1,3,80412.30994706538,0.26,134941.87,80412.30994706538
6064,48,3590,1,1,1,45348.77958636494,0.15,63959.19,46058.72659536494
6065,38,1651,3,2,3,331377.1533033366,0.0,90386.65,331377.1533033366
6066,49,3595,2,2,5,20401.775238931223,0.15,190264.12,20401.775238931223
6067,55,1621,2,3,5,105801.63145262764,0.13,100027.13,105801.63145262764
6068,46,1621,3,3,5,-25351.79272518072,0.13,85146.02,-24997.58528198072
6069,51,2252,3,2,5,-44647.28523808709,0.04,49318.79,-44530.89289368709
6070,55,3666,2,1,5,3112.1751476149843,0.18,72659.76,3216.8052020149844
6071,61,3535,3,1,3,-79484.92770825027,0.14,51534.82,-79369.48971145027
6072,61,1900,2,2,4,-11032.70914254925,0.08,29749.06,-11032.70914254925
6073,58,1521,3,3,3,4234.813853982092,0.01,35653.78,4245.866525782092
6074,57,1521,3,3,3,-100925.79094887013,0.21,32306.69,-100667.98356267012
6075,48,3918,3,1,5,-61201.79586030568,0.04,17364.78,-61142.755608305684
6076,35,1449,3,3,5,146673.15690241105,0.31,14029.33,147325.52074741106
6077,36,2510,2,3,3,-33795.66291524106,0.12,76226.81,-32999.85501884106
6078,63,1529,3,3,4,-216673.2538469248,0.28,129092.41,-216673.2538469248
6079,55,1933,3,2,5,36481.562902662896,0.05,70428.91,36523.820248662894
6080,39,1805,2,4,5,67000.59151970314,0.08,85655.28,67398.03201890315
6081,50,1617,2,4,5,73659.5689713108,0.14,66549.21,73994.9769897108
6082,39,1960,1,4,1,21720.61965950005,0.25,37299.95,22932.86803450005
6083,50,1988,3,4,5,-111598.0025341642,0.03,45849.92,-111508.5951901642
6084,42,3378,3,1,5,-50756.19715534494,0.28,23023.53,-50014.839489344944
6085,59,2817,3,3,3,-218040.37916128247,0.04,42822.15,-217999.26989728247
6086,61,1751,1,3,1,-303316.81256467185,0.24,111090.35,-303316.81256467185
6087,35,1706,1,3,1,58879.12803526119,0.06,70945.38,59462.29905886119
6088,49,1199,1,3,1,-63797.84691509972,0.16,29986.49,-63414.01984309972
6089,36,1929,2,3,5,44345.95409206414,0.34,16488.56,45158.84010006414
6090,35,1706,3,3,5,-5876.219159205909,0.34,156454.96,-5025.1041768059085
6091,47,2228,2,3,5,56347.11088870728,0.15,35865.05,56809.770033707275
6092,53,1507,2,3,5,71948.09693437809,0.06,64847.85,72057.04132237809
6093,47,1416,1,3,1,-307728.2447559505,0.12,27093.75,-307435.63225595054
6094,43,1717,1,3,1,-188081.4167715461,0.06,29834.19,-187884.5111175461
6095,54,1507,2,3,1,23049.737228557977,0.28,154116.07,23049.737228557977
6096,47,1199,3,3,5,-122157.20772877928,0.05,167195.9,-122157.20772877928
6097,38,1615,1,3,1,-46525.9114743607,0.23,72717.85,-44569.074130860696
6098,35,1532,1,3,1,-100170.32914078,0.22,68383.09,-98094.21852837999
6099,53,1805,2,3,4,83377.84414632633,0.34,110189.11,83377.84414632633
6100,51,1805,2,3,4,-187252.4069202341,0.24,9024.9,-187252.4069202341
6101,59,1608,3,3,4,-43924.116766126295,0.16,68993.74,-43924.116766126295
6102,53,2040,1,2,1,156894.38455506304,0.14,150314.77,156894.38455506304
6103,46,2317,2,2,5,-156355.94160826656,0.3,34367.02,-155407.41185626655
6104,55,1972,3,2,5,14114.336894474214,0.31,36623.82,14625.239183474214
6105,35,2109,1,1,1,79633.44751942907,0.34,105694.79,82795.83563622907
6106,46,1680,1,1,1,38699.01779351383,0.32,42157.79,39967.12411671383
6107,38,1919,1,1,1,83244.65553484856,0.14,28310.1,83779.71642484855
6108,39,2271,1,4,1,50936.24832905729,0.13,23263.26,51329.39742305729
6109,52,2332,3,2,5,-305748.3518982801,0.04,168602.73,-305748.3518982801
6110,54,1945,1,1,1,72643.193031806,0.18,27479.15,72915.23661680601
6111,36,2315,3,4,1,-101255.41297908116,0.15,128181.59,-101255.41297908116
6112,59,2160,3,4,1,45633.22757000848,0.12,25518.2,45633.22757000848
6113,40,2099,1,4,1,77457.7245095999,0.15,53505.64,78404.7743375999
6114,57,1852,1,4,1,-166646.2337980416,0.07,28974.04,-166565.1064860416
6115,39,2053,1,4,1,224361.0391223317,0.02,79866.83,224523.9674555317
6116,50,2089,1,1,1,-93518.64025448314,0.17,26549.82,-93180.13004948314
6117,49,1970,1,1,1,-252402.69207776783,0.02,120706.5,-252373.72251776783
6118,43,1893,1,1,1,94633.3597687089,0.07,84140.67,95086.87798000891
6119,60,2181,3,4,3,-54518.44454918694,0.12,37996.38,-54427.25323718694
6120,38,1965,1,4,1,181047.3460625844,0.34,29884.25,182419.0331375844
6121,51,2207,3,2,5,-163394.86306790123,0.21,35573.78,-162901.81047710121
6122,58,2217,2,2,5,-24404.918153113267,0.16,23454.05,-24273.575473113266
6123,57,2458,3,2,2,-296471.1450171903,0.1,75806.06,-296471.1450171903
6124,51,1999,1,1,1,548287.1578747918,0.0,25669.34,548287.1578747918
6125,44,2095,1,1,1,175771.4669217903,0.23,17275.29,176188.6651752903
6126,43,1914,3,4,3,437840.5284893512,0.01,27662.0,437870.95668935124
6127,40,1469,3,2,5,-256256.53862091585,0.28,91184.23,-255031.02256971586
6128,48,1832,3,2,3,71965.18431053593,0.21,104944.29,72053.33751413593
6129,47,1832,2,2,5,42968.58853004266,0.24,75198.05,43618.29968204266
6130,36,1574,3,2,1,218071.9672739815,0.3,162928.7,218071.9672739815
6131,54,1894,3,2,3,63292.05876333565,0.32,44244.69,63943.34060013565
6132,50,1873,3,4,5,-108204.61980339084,0.2,119698.64,-108204.61980339084
6133,51,1873,2,4,5,-140055.998346536,0.32,24828.36,-139499.843082536
6134,47,2138,3,4,1,-120685.89093238911,0.29,30447.6,-120685.89093238911
6135,48,2024,3,4,5,27941.948032720047,0.33,49128.13,29141.656967320047
6136,49,1873,3,2,5,-294016.0951594108,0.3,44573.2,-293066.6859994108
6137,54,1873,2,2,5,139566.53559428628,0.18,91151.7,139566.53559428628
6138,36,1868,3,4,5,56950.61016805559,0.15,40707.45,57793.25438305559
6139,45,1739,1,1,1,20939.64884178913,0.11,175146.29,20939.64884178913
6140,47,1739,1,1,1,143441.63541299145,0.32,118008.17,144347.93815859145
6141,49,1089,1,3,1,-90599.55200870808,0.26,57115.44,-89530.35097190808
6142,40,2086,1,4,1,113809.0346839072,0.13,52361.9,114619.0732769072
6143,38,1772,1,1,1,267390.8341477697,0.17,83540.68,268839.4295389697
6144,56,1277,1,3,1,-201493.77304700488,0.25,13502.18,-201341.8735220049
6145,46,1081,3,3,5,-228106.7199971069,0.27,97464.55,-227685.6731411069
6146,42,1277,3,3,3,-25593.750884812296,0.2,66285.29,-24625.985650812298
6147,44,1763,3,2,4,-7631.521667800845,0.27,103554.08,-7631.521667800845
6148,58,1315,3,4,2,83171.19216611699,0.14,114442.14,83171.19216611699
6149,61,1578,1,4,1,230892.7996242196,0.12,54524.73,230997.4871058196
6150,35,2086,3,4,5,-116038.2572110966,0.09,122619.28,-115596.8278030966
6151,38,1772,2,4,5,612689.0081035298,0.18,104961.44,613520.3027083297
